,Date,State,Thermal,Hydro,Gas/Diesel/Naptha,Wind,Day,Month,Year
5102,17-05-2022,WEST BENGAL,3721.25,526.67,0.0,110.0,17,5,2022
5103,16-05-2022,WEST BENGAL,3687.08,518.75,0.0,110.0,16,5,2022
5104,15-05-2022,WEST BENGAL,3642.08,432.5,0.0,110.0,15,5,2022
5105,14-05-2022,WEST BENGAL,3755.0,535.0,0.0,110.0,14,5,2022
5106,13-05-2022,WEST BENGAL,3770.0,341.25,0.0,110.0,13,5,2022
5107,12-05-2022,WEST BENGAL,3658.33,351.25,0.0,110.0,12,5,2022
5108,11-05-2022,WEST BENGAL,3762.92,294.17,0.0,110.0,11,5,2022
5109,10-05-2022,WEST BENGAL,3791.67,291.25,0.0,110.0,10,5,2022
5110,09-05-2022,WEST BENGAL,3778.75,256.25,0.0,110.0,9,5,2022
5111,08-05-2022,WEST BENGAL,3782.08,348.33,0.0,110.0,8,5,2022
5112,07-05-2022,WEST BENGAL,3817.5,356.25,0.0,110.0,7,5,2022
5113,06-05-2022,WEST BENGAL,3723.33,310.42,0.0,110.0,6,5,2022
5114,05-05-2022,WEST BENGAL,3717.92,423.33,0.0,110.0,5,5,2022
5115,04-05-2022,WEST BENGAL,3700.83,255.42,0.0,110.0,4,5,2022
5116,03-05-2022,WEST BENGAL,3693.75,301.67,0.0,110.0,3,5,2022
5117,02-05-2022,WEST BENGAL,3570.42,333.75,0.0,110.0,2,5,2022
5118,01-05-2022,WEST BENGAL,3443.75,291.67,0.0,110.0,1,5,2022
5119,30-04-2022,WEST BENGAL,3386.25,259.17,0.0,110.0,30,4,2022
5120,29-04-2022,WEST BENGAL,3492.08,337.08,0.0,110.0,29,4,2022
5121,28-04-2022,WEST BENGAL,3632.92,347.08,0.0,110.0,28,4,2022
5122,27-04-2022,WEST BENGAL,3703.75,348.75,0.0,110.0,27,4,2022
5123,26-04-2022,WEST BENGAL,3687.92,367.08,0.0,110.0,26,4,2022
5124,25-04-2022,WEST BENGAL,3814.58,342.92,0.0,110.0,25,4,2022
5125,24-04-2022,WEST BENGAL,3727.92,336.67,0.0,110.0,24,4,2022
5126,23-04-2022,WEST BENGAL,3791.25,369.17,0.0,110.0,23,4,2022
5127,22-04-2022,WEST BENGAL,3774.17,312.5,0.0,110.0,22,4,2022
5128,21-04-2022,WEST BENGAL,3875.42,346.25,0.0,110.0,21,4,2022
5129,20-04-2022,WEST BENGAL,3678.75,211.67,0.0,110.0,20,4,2022
5130,18-04-2022,WEST BENGAL,3768.33,255.0,0.0,110.0,18,4,2022
5131,17-04-2022,WEST BENGAL,3850.83,343.75,0.0,110.0,17,4,2022
5132,16-04-2022,WEST BENGAL,4021.25,402.5,0.0,110.0,16,4,2022
5133,15-04-2022,WEST BENGAL,3889.58,308.75,0.0,110.0,15,4,2022
5134,14-04-2022,WEST BENGAL,3984.17,230.42,0.0,110.0,14,4,2022
5135,13-04-2022,WEST BENGAL,4047.5,360.0,0.0,110.0,13,4,2022
5136,12-04-2022,WEST BENGAL,4060.0,332.92,0.0,110.0,12,4,2022
5137,11-04-2022,WEST BENGAL,4091.67,362.92,0.0,108.33,11,4,2022
5138,10-04-2022,WEST BENGAL,4075.0,332.92,0.0,108.33,10,4,2022
5139,09-04-2022,WEST BENGAL,4099.17,408.33,0.0,110.0,9,4,2022
5140,08-04-2022,WEST BENGAL,4123.75,457.5,0.0,110.0,8,4,2022
5141,07-04-2022,WEST BENGAL,3755.42,214.58,0.0,110.0,7,4,2022
5142,06-04-2022,WEST BENGAL,3317.5,333.33,0.0,110.0,6,4,2022
5143,05-04-2022,WEST BENGAL,3789.58,432.5,0.0,110.0,5,4,2022
5144,04-04-2022,WEST BENGAL,3754.58,334.58,0.0,105.83,4,4,2022
5145,03-04-2022,WEST BENGAL,3925.0,414.17,0.0,108.33,3,4,2022
5146,02-04-2022,WEST BENGAL,4361.67,232.5,0.0,108.33,2,4,2022
5147,01-04-2022,WEST BENGAL,4285.83,227.5,0.0,110.0,1,4,2022
5148,31-03-2022,WEST BENGAL,4306.25,274.58,0.0,110.0,31,3,2022
5149,30-03-2022,WEST BENGAL,4549.58,252.08,0.0,110.0,30,3,2022
5150,29-03-2022,WEST BENGAL,4489.17,207.08,0.0,110.0,29,3,2022
5151,28-03-2022,WEST BENGAL,4431.25,177.08,0.0,110.0,28,3,2022
5152,27-03-2022,WEST BENGAL,4282.08,186.67,0.0,110.0,27,3,2022
5153,26-03-2022,WEST BENGAL,4301.67,319.17,0.0,110.0,26,3,2022
5154,25-03-2022,WEST BENGAL,4254.17,231.67,0.0,108.33,25,3,2022
5155,24-03-2022,WEST BENGAL,4226.25,132.5,0.0,110.0,24,3,2022
5156,23-03-2022,WEST BENGAL,4110.0,237.92,0.0,110.0,23,3,2022
5157,22-03-2022,WEST BENGAL,4154.58,239.58,0.0,110.0,22,3,2022
5158,21-03-2022,WEST BENGAL,4155.42,322.5,0.0,110.0,21,3,2022
5159,20-03-2022,WEST BENGAL,4095.0,224.58,0.0,110.0,20,3,2022
5160,19-03-2022,WEST BENGAL,4000.42,170.42,0.0,110.0,19,3,2022
5161,18-03-2022,WEST BENGAL,4149.17,176.67,0.0,108.33,18,3,2022
5162,17-03-2022,WEST BENGAL,4147.5,230.42,0.0,108.33,17,3,2022
5163,16-03-2022,WEST BENGAL,4066.25,224.17,0.0,110.0,16,3,2022
5164,15-03-2022,WEST BENGAL,4220.42,322.5,0.0,110.0,15,3,2022
5165,14-03-2022,WEST BENGAL,4427.92,212.92,0.0,110.0,14,3,2022
5166,13-03-2022,WEST BENGAL,4397.08,213.33,0.0,110.0,13,3,2022
5167,12-03-2022,WEST BENGAL,4439.58,225.42,0.0,110.0,12,3,2022
5168,11-03-2022,WEST BENGAL,4472.08,239.58,0.0,110.0,11,3,2022
5169,10-03-2022,WEST BENGAL,4267.92,272.92,0.0,108.33,10,3,2022
5170,09-03-2022,WEST BENGAL,4401.25,277.08,0.0,110.0,9,3,2022
5171,08-03-2022,WEST BENGAL,4422.5,279.17,0.0,110.0,8,3,2022
5172,07-03-2022,WEST BENGAL,4375.0,290.0,0.0,110.0,7,3,2022
5173,06-03-2022,WEST BENGAL,4361.25,275.83,0.0,110.0,6,3,2022
5174,05-03-2022,WEST BENGAL,4370.0,285.83,0.0,110.0,5,3,2022
5175,04-03-2022,WEST BENGAL,4053.75,278.33,0.0,110.0,4,3,2022
5176,03-03-2022,WEST BENGAL,3877.08,278.33,0.0,110.0,3,3,2022
5177,02-03-2022,WEST BENGAL,3980.0,264.58,0.0,108.33,2,3,2022
5178,01-03-2022,WEST BENGAL,3944.58,257.08,0.0,108.33,1,3,2022
5179,28-02-2022,WEST BENGAL,3949.58,225.0,0.0,110.0,28,2,2022
5180,27-02-2022,WEST BENGAL,3949.58,276.67,0.0,110.0,27,2,2022
5181,26-02-2022,WEST BENGAL,4232.92,274.58,0.0,110.0,26,2,2022
5182,25-02-2022,WEST BENGAL,4298.33,275.0,0.0,110.0,25,2,2022
5183,24-02-2022,WEST BENGAL,4280.83,277.92,0.0,110.0,24,2,2022
5184,23-02-2022,WEST BENGAL,4274.17,274.58,0.0,110.0,23,2,2022
5185,22-02-2022,WEST BENGAL,4330.42,276.67,0.0,108.33,22,2,2022
5186,21-02-2022,WEST BENGAL,4292.5,292.08,0.0,108.33,21,2,2022
5187,20-02-2022,WEST BENGAL,4150.83,248.75,0.0,110.0,20,2,2022
5188,19-02-2022,WEST BENGAL,4202.92,286.67,0.0,110.0,19,2,2022
5189,18-02-2022,WEST BENGAL,4216.25,265.42,0.0,110.0,18,2,2022
5190,17-02-2022,WEST BENGAL,4162.08,253.33,0.0,110.0,17,2,2022
5191,16-02-2022,WEST BENGAL,4096.25,270.83,0.0,110.0,16,2,2022
5192,15-02-2022,WEST BENGAL,4139.58,257.92,0.0,110.0,15,2,2022
5193,14-02-2022,WEST BENGAL,4226.25,247.08,0.0,108.33,14,2,2022
5194,13-02-2022,WEST BENGAL,4188.75,250.0,0.0,110.0,13,2,2022
5195,12-02-2022,WEST BENGAL,4157.92,262.5,0.0,110.0,12,2,2022
5196,11-02-2022,WEST BENGAL,4107.08,270.42,0.0,110.0,11,2,2022
5197,10-02-2022,WEST BENGAL,3931.25,266.25,0.0,110.0,10,2,2022
5198,09-02-2022,WEST BENGAL,3865.0,255.42,0.0,110.0,9,2,2022
5199,08-02-2022,WEST BENGAL,3795.42,258.33,0.0,110.0,8,2,2022
5200,07-02-2022,WEST BENGAL,3999.17,246.67,0.0,110.0,7,2,2022
5201,06-02-2022,WEST BENGAL,3917.08,245.0,0.0,108.33,6,2,2022
5202,05-02-2022,WEST BENGAL,3871.25,267.5,0.0,108.33,5,2,2022
5203,04-02-2022,WEST BENGAL,3824.58,203.33,0.0,110.0,4,2,2022
5204,03-02-2022,WEST BENGAL,3564.17,215.42,0.0,110.0,3,2,2022
5205,02-02-2022,WEST BENGAL,3494.17,255.83,0.0,110.0,2,2,2022
5206,01-02-2022,WEST BENGAL,3721.25,264.17,0.0,110.0,1,2,2022
5207,31-01-2022,WEST BENGAL,3792.5,263.75,0.0,110.0,31,1,2022
5208,30-01-2022,WEST BENGAL,3682.5,235.42,0.0,110.0,30,1,2022
5209,29-01-2022,WEST BENGAL,3786.25,241.67,0.0,108.33,29,1,2022
5210,28-01-2022,WEST BENGAL,3793.75,247.5,0.0,108.33,28,1,2022
5211,27-01-2022,WEST BENGAL,3722.92,242.5,0.0,110.0,27,1,2022
5212,26-01-2022,WEST BENGAL,3835.0,244.58,0.0,110.0,26,1,2022
5213,25-01-2022,WEST BENGAL,3863.33,250.83,0.0,110.0,25,1,2022
5214,24-01-2022,WEST BENGAL,3793.33,225.83,0.0,110.0,24,1,2022
5215,23-01-2022,WEST BENGAL,3835.0,210.83,0.0,110.0,23,1,2022
5216,22-01-2022,WEST BENGAL,3811.25,199.17,0.0,110.0,22,1,2022
5217,21-01-2022,WEST BENGAL,3888.33,245.83,0.0,108.33,21,1,2022
5218,20-01-2022,WEST BENGAL,3875.42,235.42,0.0,108.33,20,1,2022
5219,19-01-2022,WEST BENGAL,3865.0,236.25,0.0,110.0,19,1,2022
5220,18-01-2022,WEST BENGAL,3894.17,249.58,0.0,110.0,18,1,2022
5221,17-01-2022,WEST BENGAL,3800.83,218.75,0.0,110.0,17,1,2022
5222,16-01-2022,WEST BENGAL,3747.5,199.17,0.0,110.0,16,1,2022
5223,15-01-2022,WEST BENGAL,3771.67,198.75,0.0,110.0,15,1,2022
5224,14-01-2022,WEST BENGAL,3805.42,190.42,0.0,110.0,14,1,2022
5225,13-01-2022,WEST BENGAL,3795.0,205.42,0.0,108.33,13,1,2022
5226,11-01-2022,WEST BENGAL,3784.58,212.08,0.0,110.0,11,1,2022
5227,10-01-2022,WEST BENGAL,3842.5,189.58,0.0,110.0,10,1,2022
5228,09-01-2022,WEST BENGAL,3564.58,209.17,0.0,110.0,9,1,2022
5229,08-01-2022,WEST BENGAL,3791.67,179.17,0.0,110.0,8,1,2022
5230,07-01-2022,WEST BENGAL,3977.08,219.17,0.0,110.0,7,1,2022
5231,06-01-2022,WEST BENGAL,4063.75,208.33,0.0,110.0,6,1,2022
5232,05-01-2022,WEST BENGAL,3890.83,225.42,0.0,110.0,5,1,2022
5233,04-01-2022,WEST BENGAL,3900.0,247.5,0.0,110.0,4,1,2022
5234,03-01-2022,WEST BENGAL,3752.92,257.08,0.0,110.0,3,1,2022
5235,02-01-2022,WEST BENGAL,3757.08,202.92,0.0,110.0,2,1,2022
5236,01-01-2022,WEST BENGAL,3835.42,245.83,0.0,110.0,1,1,2022
5237,31-12-2021,WEST BENGAL,3835.83,248.33,0.0,110.0,31,12,2021
5238,30-12-2021,WEST BENGAL,3852.5,243.33,0.0,110.0,30,12,2021
5239,29-12-2021,WEST BENGAL,3848.75,230.83,0.0,110.0,29,12,2021
5240,28-12-2021,WEST BENGAL,3557.92,210.0,0.0,108.33,28,12,2021
5241,27-12-2021,WEST BENGAL,3382.08,231.67,0.0,108.33,27,12,2021
5242,26-12-2021,WEST BENGAL,3371.67,227.92,0.0,110.0,26,12,2021
5243,25-12-2021,WEST BENGAL,3487.08,266.25,0.0,110.0,25,12,2021
5244,24-12-2021,WEST BENGAL,3521.67,227.5,0.0,110.0,24,12,2021
5245,23-12-2021,WEST BENGAL,3514.17,295.0,0.0,110.0,23,12,2021
5246,22-12-2021,WEST BENGAL,3966.67,285.42,0.0,110.0,22,12,2021
5247,21-12-2021,WEST BENGAL,3934.17,286.25,0.0,110.0,21,12,2021
5248,17-11-2021,WEST BENGAL,3749.58,293.75,0.0,110.0,17,11,2021
5249,16-11-2021,WEST BENGAL,3775.42,295.0,0.0,110.0,16,11,2021
5250,15-11-2021,WEST BENGAL,3711.25,388.75,0.0,110.0,15,11,2021
5251,14-11-2021,WEST BENGAL,3742.08,239.58,0.0,120.0,14,11,2021
5252,13-11-2021,WEST BENGAL,3807.08,325.42,0.0,108.33,13,11,2021
5253,12-11-2021,WEST BENGAL,3771.67,340.0,0.0,108.33,12,11,2021
5254,11-11-2021,WEST BENGAL,3711.25,328.33,0.0,110.0,11,11,2021
5255,10-11-2021,WEST BENGAL,3781.67,400.83,0.0,110.0,10,11,2021
5256,09-11-2021,WEST BENGAL,3772.5,356.67,0.0,110.0,9,11,2021
5257,08-11-2021,WEST BENGAL,3692.92,397.5,0.0,110.0,8,11,2021
5258,07-11-2021,WEST BENGAL,3452.5,370.0,0.0,110.0,7,11,2021
5259,06-11-2021,WEST BENGAL,3665.0,376.25,0.0,120.0,6,11,2021
5260,05-11-2021,WEST BENGAL,3339.17,370.42,0.0,108.33,5,11,2021
5261,04-11-2021,WEST BENGAL,3702.08,385.83,0.0,108.33,4,11,2021
5262,03-11-2021,WEST BENGAL,4142.5,324.17,0.0,110.0,3,11,2021
5263,02-11-2021,WEST BENGAL,4250.83,347.08,0.0,110.0,2,11,2021
5264,01-11-2021,WEST BENGAL,4171.25,370.83,0.0,110.0,1,11,2021
5265,31-10-2021,WEST BENGAL,4006.67,305.42,0.0,110.0,31,10,2021
5266,30-10-2021,WEST BENGAL,3991.25,409.17,0.0,110.0,30,10,2021
5267,29-10-2021,WEST BENGAL,3882.5,356.67,0.0,110.0,29,10,2021
5268,28-10-2021,WEST BENGAL,3762.08,452.92,0.0,110.0,28,10,2021
5269,27-10-2021,WEST BENGAL,4069.58,378.75,0.0,110.0,27,10,2021
5270,26-10-2021,WEST BENGAL,3988.33,425.42,0.0,110.0,26,10,2021
5271,25-10-2021,WEST BENGAL,3568.75,436.25,0.0,110.0,25,10,2021
5272,24-10-2021,WEST BENGAL,3373.33,580.0,0.0,110.0,24,10,2021
5273,23-10-2021,WEST BENGAL,3552.5,513.75,0.0,110.0,23,10,2021
5274,22-10-2021,WEST BENGAL,3467.5,353.33,0.0,110.0,22,10,2021
5275,21-10-2021,WEST BENGAL,3465.0,430.0,0.0,110.0,21,10,2021
5276,20-10-2021,WEST BENGAL,3462.92,344.17,0.0,110.0,20,10,2021
5277,19-10-2021,WEST BENGAL,3127.08,450.0,0.0,110.0,19,10,2021
5278,18-10-2021,WEST BENGAL,3228.33,390.83,0.0,110.0,18,10,2021
5279,17-10-2021,WEST BENGAL,3532.92,365.83,0.0,110.0,17,10,2021
5280,16-10-2021,WEST BENGAL,3935.0,287.92,0.0,110.0,16,10,2021
5281,15-10-2021,WEST BENGAL,4112.92,326.67,0.0,110.0,15,10,2021
5282,14-10-2021,WEST BENGAL,3994.58,422.08,0.0,110.0,14,10,2021
5283,13-10-2021,WEST BENGAL,4075.42,409.58,0.0,110.0,13,10,2021
5284,12-10-2021,WEST BENGAL,4179.17,420.0,0.0,110.0,12,10,2021
5285,11-10-2021,WEST BENGAL,4289.58,430.42,0.0,65.0,11,10,2021
5286,10-10-2021,WEST BENGAL,4225.83,448.75,0.0,110.0,10,10,2021
5287,09-10-2021,WEST BENGAL,4061.25,462.92,0.0,110.0,9,10,2021
5288,08-10-2021,WEST BENGAL,4000.42,469.58,0.0,110.0,8,10,2021
5289,07-10-2021,WEST BENGAL,4137.5,407.08,0.0,110.0,7,10,2021
5290,06-10-2021,WEST BENGAL,4077.08,438.75,0.0,110.0,6,10,2021
5291,05-10-2021,WEST BENGAL,4026.25,412.08,0.0,110.0,5,10,2021
5292,04-10-2021,WEST BENGAL,3978.33,310.0,0.0,110.0,4,10,2021
5293,03-10-2021,WEST BENGAL,3956.67,231.25,0.0,110.0,3,10,2021
5294,02-10-2021,WEST BENGAL,3920.0,261.25,0.0,110.0,2,10,2021
5295,01-10-2021,WEST BENGAL,3742.5,449.58,0.0,110.0,1,10,2021
5296,30-09-2021,WEST BENGAL,3300.0,492.5,0.0,110.0,30,9,2021
5297,29-09-2021,WEST BENGAL,3097.92,528.33,0.0,110.0,29,9,2021
5298,28-09-2021,WEST BENGAL,3213.75,430.42,0.0,110.0,28,9,2021
5299,27-09-2021,WEST BENGAL,3212.5,396.67,0.0,110.0,27,9,2021
5300,26-09-2021,WEST BENGAL,3066.67,502.5,0.0,110.0,26,9,2021
5301,25-09-2021,WEST BENGAL,3233.33,519.58,0.0,110.0,25,9,2021
5302,24-09-2021,WEST BENGAL,3425.0,512.5,0.0,110.0,24,9,2021
5303,23-09-2021,WEST BENGAL,3420.42,540.0,0.0,110.0,23,9,2021
5304,22-09-2021,WEST BENGAL,3264.58,520.42,0.0,110.0,22,9,2021
5305,21-09-2021,WEST BENGAL,3380.42,517.92,0.0,110.0,21,9,2021
5306,20-09-2021,WEST BENGAL,2989.17,527.08,0.0,110.0,20,9,2021
5307,19-09-2021,WEST BENGAL,3412.5,508.33,0.0,111.25,19,9,2021
5308,18-09-2021,WEST BENGAL,3394.17,545.83,0.0,110.0,18,9,2021
5309,17-09-2021,WEST BENGAL,3562.92,512.92,0.0,110.0,17,9,2021
5310,16-09-2021,WEST BENGAL,3572.92,460.83,0.0,110.0,16,9,2021
5311,15-09-2021,WEST BENGAL,3512.08,471.25,0.0,110.0,15,9,2021
5312,14-09-2021,WEST BENGAL,3033.75,512.5,0.0,110.0,14,9,2021
5313,13-09-2021,WEST BENGAL,3024.17,534.58,0.0,110.0,13,9,2021
5314,12-09-2021,WEST BENGAL,2835.42,555.83,0.0,120.0,12,9,2021
5315,11-09-2021,WEST BENGAL,3345.0,543.33,0.0,120.0,11,9,2021
5316,10-09-2021,WEST BENGAL,3645.42,450.0,0.0,110.0,10,9,2021
5317,09-09-2021,WEST BENGAL,3694.58,541.25,0.0,110.0,9,9,2021
5318,08-09-2021,WEST BENGAL,3582.08,550.0,0.0,110.0,8,9,2021
5319,07-09-2021,WEST BENGAL,3522.5,505.42,0.0,110.0,7,9,2021
5320,06-09-2021,WEST BENGAL,3833.75,513.75,0.0,110.0,6,9,2021
5321,05-09-2021,WEST BENGAL,3840.83,527.92,0.0,110.0,5,9,2021
5322,04-09-2021,WEST BENGAL,3732.08,517.92,0.0,110.0,4,9,2021
5323,03-09-2021,WEST BENGAL,3585.0,583.33,0.0,120.0,3,9,2021
5324,02-09-2021,WEST BENGAL,3577.92,577.5,0.0,110.0,2,9,2021
5325,01-09-2021,WEST BENGAL,3575.83,538.75,0.0,110.0,1,9,2021
5326,31-08-2021,WEST BENGAL,3463.75,493.33,0.0,110.0,31,8,2021
5327,30-08-2021,WEST BENGAL,3401.67,505.0,0.0,110.0,30,8,2021
5328,29-08-2021,WEST BENGAL,3234.58,510.42,0.0,110.0,29,8,2021
5329,28-08-2021,WEST BENGAL,3383.75,556.25,0.0,110.0,28,8,2021
5330,27-08-2021,WEST BENGAL,3327.92,563.75,0.0,120.0,27,8,2021
5331,26-08-2021,WEST BENGAL,3323.75,594.58,0.0,120.0,26,8,2021
5332,25-08-2021,WEST BENGAL,3246.67,477.08,0.0,110.0,25,8,2021
5333,24-08-2021,WEST BENGAL,3362.5,549.58,0.0,110.0,24,8,2021
5334,23-08-2021,WEST BENGAL,3330.42,532.08,0.0,110.0,23,8,2021
5335,22-08-2021,WEST BENGAL,3420.0,457.5,0.0,110.0,22,8,2021
5336,21-08-2021,WEST BENGAL,3562.08,522.08,0.0,110.0,21,8,2021
5337,20-08-2021,WEST BENGAL,3389.17,480.0,0.0,110.0,20,8,2021
5338,19-08-2021,WEST BENGAL,3212.92,522.08,0.0,120.0,19,8,2021
5339,18-08-2021,WEST BENGAL,3347.08,429.17,0.0,120.0,18,8,2021
5340,17-08-2021,WEST BENGAL,3394.17,322.08,0.0,110.0,17,8,2021
5341,16-08-2021,WEST BENGAL,3625.42,303.75,0.0,110.0,16,8,2021
5342,15-08-2021,WEST BENGAL,3271.67,532.5,0.0,110.0,15,8,2021
5343,14-08-2021,WEST BENGAL,3807.5,514.58,0.0,110.0,14,8,2021
5344,13-08-2021,WEST BENGAL,3757.08,515.83,0.0,110.0,13,8,2021
5345,12-08-2021,WEST BENGAL,4010.42,497.08,0.0,110.0,12,8,2021
5346,11-08-2021,WEST BENGAL,3824.17,526.67,0.0,120.0,11,8,2021
5347,10-08-2021,WEST BENGAL,3747.08,491.67,0.0,120.0,10,8,2021
5348,09-08-2021,WEST BENGAL,3428.33,502.5,0.0,110.0,9,8,2021
5349,08-08-2021,WEST BENGAL,3265.83,521.67,0.0,110.0,8,8,2021
5350,07-08-2021,WEST BENGAL,3447.92,517.92,0.0,110.0,7,8,2021
5351,06-08-2021,WEST BENGAL,3418.33,550.83,0.0,110.0,6,8,2021
5352,05-08-2021,WEST BENGAL,3337.08,519.58,0.0,110.0,5,8,2021
5353,04-08-2021,WEST BENGAL,3270.42,523.33,0.0,110.0,4,8,2021
5354,03-08-2021,WEST BENGAL,3338.75,515.42,0.0,120.0,3,8,2021
5355,02-08-2021,WEST BENGAL,2937.92,550.83,0.0,120.0,2,8,2021
5356,01-08-2021,WEST BENGAL,2610.42,499.17,0.0,110.0,1,8,2021
5357,31-07-2021,WEST BENGAL,2695.83,391.25,0.0,110.0,31,7,2021
5358,30-07-2021,WEST BENGAL,2584.17,376.67,0.0,110.0,30,7,2021
5359,29-07-2021,WEST BENGAL,2925.0,418.75,0.0,110.0,29,7,2021
5360,28-07-2021,WEST BENGAL,3184.17,440.83,0.0,110.0,28,7,2021
5361,27-07-2021,WEST BENGAL,3427.5,439.17,0.0,110.0,27,7,2021
5362,26-07-2021,WEST BENGAL,3480.42,504.58,0.0,110.0,26,7,2021
5363,25-07-2021,WEST BENGAL,3259.58,455.42,0.0,110.0,25,7,2021
5364,24-07-2021,WEST BENGAL,3162.08,494.58,0.0,110.0,24,7,2021
5365,23-07-2021,WEST BENGAL,3555.83,444.17,0.0,110.0,23,7,2021
5366,22-07-2021,WEST BENGAL,3464.58,522.92,0.0,110.0,22,7,2021
5367,21-07-2021,WEST BENGAL,3528.33,472.5,0.0,110.0,21,7,2021
5368,20-07-2021,WEST BENGAL,3386.25,491.67,0.0,110.0,20,7,2021
5369,19-07-2021,WEST BENGAL,3201.67,483.33,0.0,110.0,19,7,2021
5370,18-07-2021,WEST BENGAL,3487.5,435.0,0.0,120.0,18,7,2021
5371,17-07-2021,WEST BENGAL,3780.83,544.17,0.0,120.0,17,7,2021
5372,16-07-2021,WEST BENGAL,3757.08,535.83,0.0,110.0,16,7,2021
5373,15-07-2021,WEST BENGAL,3576.67,554.58,0.0,110.0,15,7,2021
5374,14-07-2021,WEST BENGAL,3439.58,462.08,0.0,110.0,14,7,2021
5375,13-07-2021,WEST BENGAL,3515.0,519.17,0.0,110.0,13,7,2021
5376,12-07-2021,WEST BENGAL,3572.5,497.92,0.0,110.0,12,7,2021
5377,11-07-2021,WEST BENGAL,3652.92,465.83,0.0,110.0,11,7,2021
5378,10-07-2021,WEST BENGAL,3742.92,524.17,0.0,120.0,10,7,2021
5379,09-07-2021,WEST BENGAL,3613.75,502.92,0.0,120.0,9,7,2021
5380,08-07-2021,WEST BENGAL,3435.42,392.08,0.0,110.0,8,7,2021
5381,07-07-2021,WEST BENGAL,3800.0,547.08,0.0,108.33,7,7,2021
5382,06-07-2021,WEST BENGAL,3848.33,568.75,0.0,110.0,6,7,2021
5383,05-07-2021,WEST BENGAL,3692.5,559.58,0.0,110.0,5,7,2021
5384,04-07-2021,WEST BENGAL,3530.83,500.83,0.0,106.67,4,7,2021
5385,03-07-2021,WEST BENGAL,3207.5,485.83,0.0,110.0,3,7,2021
5386,02-07-2021,WEST BENGAL,3210.83,530.0,0.0,120.0,2,7,2021
5387,01-07-2021,WEST BENGAL,3551.25,459.17,0.0,120.0,1,7,2021
5388,30-06-2021,WEST BENGAL,3949.17,482.08,0.0,110.0,30,6,2021
5389,29-06-2021,WEST BENGAL,3689.58,548.75,0.0,110.0,29,6,2021
5390,28-06-2021,WEST BENGAL,3927.5,592.08,0.0,110.0,28,6,2021
5391,27-06-2021,WEST BENGAL,3590.83,570.0,0.0,110.0,27,6,2021
5392,26-06-2021,WEST BENGAL,3578.75,512.08,0.0,110.0,26,6,2021
5393,25-06-2021,WEST BENGAL,3767.92,497.5,0.0,110.0,25,6,2021
5394,24-06-2021,WEST BENGAL,3731.25,565.42,0.0,120.0,24,6,2021
5395,23-06-2021,WEST BENGAL,3475.0,552.92,0.0,120.0,23,6,2021
5396,22-06-2021,WEST BENGAL,3437.08,589.17,0.0,110.0,22,6,2021
5397,21-06-2021,WEST BENGAL,3393.75,504.17,0.0,110.0,21,6,2021
5398,20-06-2021,WEST BENGAL,2862.08,518.33,0.0,110.0,20,6,2021
5399,19-06-2021,WEST BENGAL,3203.33,403.75,0.0,110.0,19,6,2021
5400,18-06-2021,WEST BENGAL,3020.83,380.83,0.0,110.0,18,6,2021
5401,17-06-2021,WEST BENGAL,3138.33,451.25,0.0,120.0,17,6,2021
5402,16-06-2021,WEST BENGAL,3022.5,520.42,0.0,120.0,16,6,2021
5403,15-06-2021,WEST BENGAL,2707.08,413.75,0.0,120.0,15,6,2021
5404,14-06-2021,WEST BENGAL,2795.83,507.92,0.0,110.0,14,6,2021
5405,13-06-2021,WEST BENGAL,2468.33,535.83,0.0,110.0,13,6,2021
5406,12-06-2021,WEST BENGAL,3012.92,477.92,0.0,110.0,12,6,2021
5407,11-06-2021,WEST BENGAL,3320.0,454.17,0.0,110.0,11,6,2021
5408,10-06-2021,WEST BENGAL,3801.25,442.92,0.0,110.0,10,6,2021
5409,09-06-2021,WEST BENGAL,3505.42,443.75,0.0,110.0,9,6,2021
5410,08-06-2021,WEST BENGAL,3846.67,384.17,0.0,120.0,8,6,2021
5411,07-06-2021,WEST BENGAL,3730.83,482.08,0.0,120.0,7,6,2021
5412,06-06-2021,WEST BENGAL,3541.67,517.08,0.0,110.0,6,6,2021
5413,05-06-2021,WEST BENGAL,4077.92,449.58,0.0,110.0,5,6,2021
5414,04-06-2021,WEST BENGAL,3935.0,488.33,0.0,110.0,4,6,2021
5415,03-06-2021,WEST BENGAL,3827.5,551.67,0.0,110.0,3,6,2021
5416,02-06-2021,WEST BENGAL,3725.42,502.5,0.0,110.0,2,6,2021
5417,01-06-2021,WEST BENGAL,3520.42,430.83,0.0,110.0,1,6,2021
5418,31-05-2021,WEST BENGAL,3300.0,404.58,0.0,120.0,31,5,2021
5419,30-05-2021,WEST BENGAL,3689.17,430.0,0.0,120.0,30,5,2021
5420,29-05-2021,WEST BENGAL,3438.33,494.17,0.0,110.0,29,5,2021
5421,28-05-2021,WEST BENGAL,2617.5,611.67,0.0,110.0,28,5,2021
5422,27-05-2021,WEST BENGAL,2311.67,483.33,0.0,110.0,27,5,2021
5423,26-05-2021,WEST BENGAL,2756.67,382.08,0.0,110.0,26,5,2021
5424,25-05-2021,WEST BENGAL,3387.5,314.58,0.0,110.0,25,5,2021
5425,24-05-2021,WEST BENGAL,3614.17,397.5,0.0,110.0,24,5,2021
